order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount,payment_method,order_status,order_date,delivery_date,rating,region
ORD-0465,Gilbert Lim,GILBERT.LIM@GMAIL.COM,Home & Living,Rice Cooker,3,899.0,0.15,credit card,Cancelled,2024-03-05,,,mindanao
ORD-0014,Rachel Gutierrez,rachel.gutierrez@gmail.com,Home & Living,Air Purifier,2,8500.0,0.1,gcash,delivered,2024-05-15,2024-05-19,1,luzon
ORD-0470,sarah torres,sarah.torres@gmail.com,Clothing,Running Shoes,5,2500.0,0.2,debit card,Shipped,2024-04-22,2024-04-29,4,luzon
ORD-0103,Ricky Reyes,RICKY.REYES@GMAIL.COM,Food & Grocery,Canned Goods,5,45.0,0.05,DebitCard,Deliverd,2024-10-08,2024-10-16,3,VISAYAS
ORD-0104,Irene Espiritu,irene.espiritu@gmail.com,Food & Grocery,Cooking Oil,2,120.0,0.0,GCash,Deliverd,2024-03-11,2024-03-17,1,Luzon
ORD-0081,Irene Ocampo,irene.ocampo@yahoo.com,Beauty,Lip Tint,4,199.0,0.15,Debit Card,delivered,2024-06-09,2024-06-17,3,luzon
ORD-0221,Alan Medina,alan.medina@gmail.com,Electronics,Wireless Earbuds,2,1299.0,0.0,GCash,SHIPPED,2024-09-07,2024-09-14,1,MINDANAO
ORD-0943,cynthia castillo,cynthia.castillo@yahoo.com,Home & Living,Bed Sheets,1,650.0,0.05,G-Cash,Deliverd,2024-05-11,2024-05-18,2,Luzon
ORD-0731,Jenny Uy,jenny.uy@gmail.com,Food & Grocery,Canned Goods,2,,0.15,credit card,returned,2024-05-28,,1,VISAYAS
ORD-0683,ALAN FERNANDEZ,alan.fernandez@outlook.com,Electronics,Laptop Stand,5,850.0,0.2,CreditCard,Deliverd,2024-06-22,2024-06-27,4,VISAYAS
ORD-0944,Alan Aquino,alan.aquino@outlook.com,Clothing,Jogger Pants,2,799.0,0.0,gcash,Deliverd,2024-08-30,2024-09-04,4,LUZON
ORD-0019,Eddie Mendoza,eddie.mendoza@gmail.com,Food & Grocery,Coffee Pack,3,85.0,0.1,gcash,returned,2024-12-07,,4,mindanao
ORD-0058,Alan Tolentino,alan.tolentino@gmail.com,Food & Grocery,Instant Noodles,1,15.0,0.05,Cash on Delivery,Delivered,2024-09-11,2024-09-20,2,MINDANAO
ORD-0082,Mark Medina,mark.medina@yahoo.com,Electronics,Wireless Earbuds,3,,0.15,CreditCard,delivered,2024-03-22,2024-04-01,5,visayas
ORD-0533,Christine Aquino,christine.aquino@yahoo.com,Clothing,Jacket,3,1800.0,0.1,CreditCard,Deliverd,2024-05-15,2024-05-19,4,visayas
ORD-0674,Melissa Espiritu,melissa.espiritu@gmail.com,Electronics,Bluetooth Speaker,2,3200.0,0.1,Cash on Delivery,SHIPPED,2024-08-09,2024-08-13,5,MINDANAO
ORD-0340,Cynthia Corpus,cynthia.corpus@outlook.com,Food & Grocery,Cooking Oil,3,120.0,0.15,COD,DELIVERED,2024-07-18,2024-07-23,5,Visayas
ORD-0126,jasmine ramos,jasmine.ramos@outlook.com,Clothing,Dress,1,41165.04,0.05,Debit Card,DELIVERED,2024-03-02,2024-03-11,2,luzon
ORD-0079,Eleanor Evangelista,eleanor.evangelista@gmail.com,Electronics,USB Hub,1,450.0,0.05,CreditCard,returned,2024-02-10,,3,mindanao
ORD-0064,pedro soriano,pedro.soriano@outlook.com,Home & Living,Picture Frame,2,220.0,0.05,cod,Shipped,2024-10-31,2024-11-04,3,mindanao
ORD-0721,MELISSA MENDOZA,melissa.mendoza@yahoo.com,Electronics,Bluetooth Speaker,4,3200.0,0.05,Cash on Delivery,delivered,2024-01-11,2024-01-17,4,luzon
ORD-0511,CARLO GUTIERREZ,carlo.gutierrez@outlook.com,Electronics,Laptop Stand,1,850.0,0.1,GCash,delivered,2024-10-27,2024-11-05,2,visayas
ORD-0075,marco reyes,marco.reyes@gmail.com,Home & Living,Air Purifier,4,8500.0,0.05,Cash on Delivery,Cancelled,2024-10-20,,,visayas
ORD-0802,Rowena Fajardo,rowena.fajardo@gmail.com,Home & Living,Air Purifier,2,8500.0,,credit card,DELIVERED,2024-07-26,2024-08-04,2,luzon
ORD-0736,Sheila Aquino,sheila.aquino@gmail.com,Home & Living,Rice Cooker,3,899.0,0.0,debit card,delivered,2024-07-26,2024-08-03,5,VISAYAS
ORD-0040,Alan Santiago,alan.santiago@outlook.com,Clothing,Dress,5,1200.0,0.2,COD,Deliverd,2024-04-29,2024-05-08,1,VISAYAS
ORD-0505,ALAN SORIANO,alan.soriano@yahoo.com,Clothing,Jacket,4,,0.05,Gcash,Deliverd,2024-05-14,2024-05-24,1,luzon
ORD-0086,Arnold Santos,arnold.santos@outlook.com,Food & Grocery,Canned Goods,2,45.0,0.05,Debit Card,Delivered,2024-10-20,2024-10-24,,visayas
ORD-0147,DENNIS MANALO,dennis.manalo@gmail.com,Food & Grocery,Cooking Oil,1,120.0,0.2,Credit Card,DELIVERED,2024-04-15,2024-04-21,4,MINDANAO
ORD-0341,Luz Santiago,LUZ.SANTIAGO@GMAIL.COM,Food & Grocery,Canned Goods,3,45.0,0.15,GCash,DELIVERED,2024-11-17,2024-11-25,,Mindanao
ORD-0845,Nina Bautista,nina.bautista@gmail.com,Food & Grocery,Instant Noodles,1,15.0,0.1,Credit Card,Delivered,2024-03-06,2024-03-09,2,VISAYAS
ORD-0656,victor garcia,victor.garcia@gmail.com,Clothing,Running Shoes,4,2500.0,0.2,DebitCard,delivered,2024-05-14,2024-05-23,1,luzon
ORD-0384,Rowena Fajardo,rowena.fajardo@gmail.com,Clothing,Socks Pack,5,150.0,0.1,cod,Deliverd,2024-11-27,2024-12-04,1,mindanao
ORD-0598,Gina Macapagal,gina.macapagal@yahoo.com,Beauty,Face Wash,3,320.0,0.05,Cash on Delivery,delivered,2024-05-13,2024-05-22,2,MINDANAO
ORD-0650,Rodrigo Tan,rodrigo.tan@gmail.com,Electronics,Laptop Stand,4,850.0,,cod,cancelled,2024-11-10,,,Mindanao
ORD-0447,felix castillo,felix.castillo@gmail.com,Electronics,Phone Case,4,199.0,0.1,GCash,shipped,2024-06-01,2024-06-06,2,visayas
ORD-0803,alan lim,alan.lim@outlook.com,Food & Grocery,Rice 5kg,2,11989.37,0.15,Credit Card,delivered,2024-05-30,2024-06-04,4,VISAYAS
ORD-0161,HOMER PADILLA,homer.padilla@gmail.com,Clothing,Jogger Pants,4,799.0,0.15,Credit Card,CANCELLED,2024-11-19,,,Luzon
ORD-0325,Lisa Espiritu,lisa.espiritu@yahoo.com,Home & Living,Picture Frame,1,220.0,0.2,cod,delivered,2024-01-25,2024-02-01,3,Mindanao
ORD-0712,Rodrigo Ramos,rodrigo.ramos@gmail.com,Clothing,Jogger Pants,5,799.0,0.2,Cash on Delivery,delivered,2024-08-17,2024-08-26,2,visayas
ORD-0169,Arnold Aquino,arnold.aquino@yahoo.com,Electronics,Phone Case,944,199.0,0.2,CreditCard,RETURNED,2024-12-18,,5,MINDANAO
ORD-0122,Sarah Navarro,sarah.navarro@outlook.com,Food & Grocery,Cooking Oil,2,120.0,0.05,cod,delivered,2024-06-14,2024-06-21,3,MINDANAO
ORD-0716,Juan Santos,JUAN.SANTOS@OUTLOOK.COM,Home & Living,Electric Fan,5,,0.15,G-Cash,RETURNED,2024-07-09,,1,MINDANAO
ORD-0939,victor espiritu,victor.espiritu@outlook.com,Beauty,Face Wash,4,320.0,0.2,credit card,Delivered,2024-09-10,2024-09-17,2,luzon
ORD-0840,Eddie Evangelista,eddie.evangelista@yahoo.com,Clothing,Running Shoes,2,2500.0,0.15,Debit Card,delivered,2024-08-02,2024-08-07,1,luzon
ORD-0440,dante reyes,dante.reyes@gmail.com,Electronics,Phone Case,3,199.0,0.1,COD,DELIVERED,2024-07-27,2024-07-31,5,Luzon
ORD-0372,Ramon Macapagal,RAMON.MACAPAGAL@OUTLOOK.COM,Home & Living,Air Purifier,2,8500.0,0.15,Cash on Delivery,Delivered,2024-03-12,2024-03-17,3,MINDANAO
ORD-0493,Christine Ocampo,christine.ocampo@gmail.com,Clothing,Running Shoes,1,2500.0,,cod,DELIVERED,2024-03-07,2024-03-16,4,Mindanao
ORD-0250,Jose Dizon,jose.dizon@gmail.com,Home & Living,Rice Cooker,5,,0.05,CreditCard,DELIVERED,2024-08-13,2024-08-17,3,Visayas
ORD-0785,Noel Reyes,noel.reyes@outlook.com,Beauty,Serum,5,780.0,0.0,DebitCard,Deliverd,2024-07-14,2024-07-21,1,Visayas
ORD-0699,Dante Reyes,dante.reyes@outlook.com,Clothing,Jacket,5,1800.0,0.1,GCash,cancelled,2024-12-28,,,MINDANAO
ORD-0393,Ricky Macaraeg,ricky.macaraeg@outlook.com,Home & Living,Rice Cooker,4,899.0,0.0,debit card,Delivered,2024-02-01,2024-02-08,1,Luzon
ORD-0754,Eddie Villanueva,eddie.villanueva@gmail.com,Home & Living,Electric Fan,5,1500.0,0.15,Cash on Delivery,delivered,2024-07-25,2024-07-31,2,MINDANAO
ORD-0782,tony santos,tony.santos@yahoo.com,Food & Grocery,Canned Goods,3,45.0,0.2,Gcash,Delivered,2024-06-19,2024-06-25,2,luzon
ORD-0935,Carla Soriano,carla.soriano@gmail.com,Electronics,Laptop Stand,3,850.0,0.15,GCash,shipped,2024-01-18,2024-01-24,3,MINDANAO
ORD-0548,Christine Fajardo,christine.fajardo@outlook.com,Beauty,Sunscreen SPF50,5,450.0,0.2,Gcash,returned,2024-06-04,,3,VISAYAS
ORD-0862,Arnold Lacson,arnold.lacson@outlook.com,Clothing,Polo Shirt,2,550.0,0.15,credit card,DELIVERED,2024-07-05,2024-07-15,2,Luzon
ORD-0243,Gilbert Dizon,gilbert.dizon@yahoo.com,Home & Living,Rice Cooker,1,899.0,0.15,DebitCard,DELIVERED,2024-08-29,2024-09-03,1,visayas
ORD-0836,Ricky Fajardo,RICKY.FAJARDO@OUTLOOK.COM,Food & Grocery,Cooking Oil,5,120.0,0.15,Gcash,CANCELLED,2024-12-21,,,LUZON
ORD-0394,Juan Manalo,juan.manalo@yahoo.com,Beauty,Lip Tint,5,199.0,0.1,CreditCard,shipped,2024-11-08,2024-11-11,3,Luzon
ORD-0557,Ben Santos,ben.santos@gmail.com,Home & Living,Air Purifier,5,8500.0,0.15,CreditCard,DELIVERED,2024-09-24,2024-10-02,4,VISAYAS
ORD-0027,Rachel Espiritu,rachel.espiritu@gmail.com,Electronics,USB Hub,2,450.0,0.0,debit card,Delivered,2024-10-30,2024-11-05,1,VISAYAS
ORD-0277,Paolo Aguilar,paolo.aguilar@yahoo.com,Electronics,Phone Case,2,199.0,0.05,Credit Card,Canceled,2024-01-28,,,mindanao
ORD-0156,Marco Castillo,marco.castillo@outlook.com,Clothing,Jogger Pants,1,799.0,0.05,credit card,delivered,2024-05-17,2024-05-26,,Mindanao
ORD-0029,Victor Magsaysay,victor.magsaysay@outlook.com,Clothing,Running Shoes,3,2500.0,0.15,debit card,Deliverd,2024-06-15,2024-06-20,4,visayas
ORD-0110,HOMER MEDINA,homer.medina@yahoo.com,Home & Living,Rice Cooker,2,,0.2,Debit Card,Delivered,2024-06-30,2024-07-04,5,visayas
ORD-0930,Lisa Uy,lisa.uy@outlook.com,Clothing,Polo Shirt,3,550.0,0.0,Cash on Delivery,DELIVERED,2024-11-20,2024-11-27,4,LUZON
ORD-0182,Eleanor Lacson,ELEANOR.LACSON@YAHOO.COM,Clothing,Jogger Pants,5,799.0,0.2,Gcash,Deliverd,2024-02-23,2024-02-29,5,mindanao
ORD-0008,eddie tan,eddie.tan@yahoo.com,Food & Grocery,Coffee Pack,2,85.0,0.05,Debit Card,RETURNED,2024-12-19,,2,VISAYAS
ORD-0236,Patricia Santos,patricia.santos@yahoo.com,Food & Grocery,Cooking Oil,3,120.0,0.15,credit card,Deliverd,2024-01-08,2024-01-15,4,Mindanao
ORD-0213,Rodrigo Aquino,rodrigo.aquino@gmail.com,Beauty,Moisturizer,720,550.0,0.2,gcash,Deliverd,2024-10-14,2024-10-23,4,MINDANAO
ORD-0087,Gilbert Uy,gilbert.uy@yahoo.com,Electronics,Power Bank,2,799.0,0.15,COD,CANCELLED,2024-10-06,,,MINDANAO
ORD-0060,Rowena Tan,rowena.tan@yahoo.com,Food & Grocery,Instant Noodles,4,15.0,0.05,Credit Card,RETURNED,2024-02-28,,5,visayas
ORD-0918,Trisha Lim,trisha.lim@yahoo.com,Electronics,Phone Case,4,199.0,0.05,CreditCard,DELIVERED,2024-08-12,2024-08-19,1,Visayas
ORD-0133,juan navarro,juan.navarro@yahoo.com,Clothing,Polo Shirt,1,550.0,0.15,Credit card,DELIVERED,2024-02-09,2024-02-17,1,Luzon
ORD-0015,Rachel Soriano,rachel.soriano@yahoo.com,Home & Living,Rice Cooker,1,899.0,,CreditCard,Deliverd,2024-10-09,2024-10-18,,LUZON
ORD-0039,Sarah Espiritu,sarah.espiritu@gmail.com,Home & Living,Picture Frame,3,220.0,0.15,Credit card,delivered,2024-02-05,2024-02-12,4,mindanao
ORD-0722,Sheila Villafuerte,SHEILA.VILLAFUERTE@YAHOO.COM,Electronics,USB Hub,4,450.0,0.15,Cash on Delivery,delivered,2024-07-25,2024-07-31,3,Mindanao
ORD-0413,Pedro Navarro,PEDRO.NAVARRO@GMAIL.COM,Home & Living,Picture Frame,4,10659.42,0.2,Credit card,Cancelled,2024-07-26,,,Mindanao
ORD-0357,Jasmine Lim,jasmine.lim@yahoo.com,Food & Grocery,Cooking Oil,4,120.0,,DebitCard,CANCELLED,2024-01-03,,,LUZON
ORD-0923,Dante Torres,dante.torres@gmail.com,Home & Living,Electric Fan,1,1500.0,0.15,Cash on Delivery,DELIVERED,2024-07-18,2024-07-25,5,VISAYAS
ORD-0441,Homer Magsaysay,homer.magsaysay@yahoo.com,Beauty,Sunscreen SPF50,1,450.0,0.05,credit card,RETURNED,2024-11-07,,5,visayas
ORD-0481,Pedro dela Cruz,PEDRO.DELACRUZ@OUTLOOK.COM,Clothing,Running Shoes,4,2500.0,,gcash,shipped,2024-04-04,2024-04-10,5,MINDANAO
ORD-0169,Arnold Aquino,arnold.aquino@yahoo.com,Electronics,Phone Case,944,199.0,0.2,CreditCard,RETURNED,2024-12-18,,5,MINDANAO
ORD-0853,carla garcia,carla.garcia@yahoo.com,Food & Grocery,Cooking Oil,4,120.0,0.1,DebitCard,SHIPPED,2024-10-15,2024-10-22,4,visayas
ORD-0539,MELISSA NAVARRO,melissa.navarro@gmail.com,Clothing,Dress,3,1200.0,0.15,gcash,Cancelled,2024-04-23,,,luzon
ORD-0261,Dante Macapagal,dante.macapagal@yahoo.com,Electronics,Power Bank,5,799.0,0.2,DebitCard,Delivered,2024-12-02,2024-12-09,,Visayas
ORD-0796,Gilbert Santos,gilbert.santos@yahoo.com,Beauty,Face Wash,3,320.0,0.1,CreditCard,Delivered,2024-10-17,2024-10-26,4,VISAYAS
ORD-0135,KEVIN DELA CRUZ,kevin.delacruz@outlook.com,Home & Living,Rice Cooker,2,899.0,0.15,CreditCard,Delivered,2024-04-28,2024-05-07,3,Mindanao
ORD-0537,gina tolentino,gina.tolentino@outlook.com,Home & Living,Picture Frame,5,220.0,0.05,COD,DELIVERED,2024-03-13,2024-03-21,4,Visayas
ORD-0405,noel torres,noel.torres@outlook.com,Beauty,Lip Tint,1,199.0,0.15,debit card,Delivered,2024-06-15,2024-06-19,5,Mindanao
ORD-0077,Marco Tan,marco.tan@yahoo.com,Electronics,Smart Watch,5,,0.05,CreditCard,Returned,2024-03-03,,2,luzon
ORD-0708,Jose Uy,JOSE.UY@OUTLOOK.COM,Food & Grocery,Cooking Oil,2,120.0,0.1,COD,Shipped,2024-05-23,2024-06-02,2,LUZON
ORD-0293,Maria Cruz,maria.cruz@gmail.com,Home & Living,Picture Frame,4,220.0,0.15,gcash,RETURNED,2024-10-21,,1,LUZON
ORD-0491,Pedro Aguilar,pedro.aguilar@gmail.com,Beauty,Face Wash,3,320.0,0.15,Cash on Delivery,CANCELLED,2024-04-26,,,Luzon
ORD-0510,marco padilla,marco.padilla@yahoo.com,Electronics,Power Bank,1,799.0,0.1,CreditCard,DELIVERED,2024-02-10,2024-02-16,1,mindanao
ORD-0540,Noel dela Cruz,noel.delacruz@gmail.com,Clothing,Dress,2,1200.0,0.0,Credit card,DELIVERED,2024-06-08,2024-06-17,,Visayas
ORD-0621,Luz Mendoza,luz.mendoza@yahoo.com,Electronics,USB Hub,3,450.0,0.0,Gcash,delivered,2024-07-10,2024-07-14,2,Luzon
ORD-0376,Jasmine Espiritu,jasmine.espiritu@yahoo.com,Clothing,Dress,2,1200.0,0.15,Credit Card,SHIPPED,2024-01-23,2024-01-29,2,MINDANAO
ORD-0317,Patricia Aguilar,patricia.aguilar@yahoo.com,Clothing,Jogger Pants,2,799.0,0.1,debit card,Deliverd,2024-07-12,2024-07-18,1,MINDANAO
ORD-0797,Christine Garcia,christine.garcia@yahoo.com,Food & Grocery,Canned Goods,1,45.0,0.0,DebitCard,Delivered,2024-05-19,2024-05-23,4,Mindanao
ORD-0105,Rowena Lim,rowena.lim@outlook.com,Beauty,Sunscreen SPF50,1,450.0,0.0,cod,Delivered,2024-09-14,2024-09-23,2,LUZON
ORD-0704,Jenny Villafuerte,JENNY.VILLAFUERTE@OUTLOOK.COM,Beauty,Lip Tint,3,199.0,0.1,debit card,Deliverd,2024-04-22,2024-05-02,,LUZON
ORD-0570,Tony Garcia,tony.garcia@yahoo.com,Clothing,Socks Pack,3,150.0,0.1,Debit Card,SHIPPED,2024-05-30,2024-06-02,5,Luzon
ORD-0542,Sammy Macaraeg,sammy.macaraeg@outlook.com,Food & Grocery,Rice 5kg,1,250.0,0.2,Gcash,DELIVERED,2024-12-28,2025-01-04,2,MINDANAO
ORD-0868,Eddie Garcia,EDDIE.GARCIA@OUTLOOK.COM,Electronics,Laptop Stand,3,850.0,0.1,COD,Deliverd,2024-10-30,2024-11-05,5,mindanao
ORD-0037,Irene Tan,irene.tan@yahoo.com,Clothing,Jogger Pants,4,799.0,0.15,G-Cash,DELIVERED,2024-05-09,2024-05-17,1,VISAYAS
ORD-0363,Trisha Mendoza,trisha.mendoza@yahoo.com,Home & Living,Picture Frame,5,220.0,0.15,G-Cash,Deliverd,2024-04-22,2024-04-25,2,VISAYAS
ORD-0018,Nina Garcia,nina.garcia@outlook.com,Food & Grocery,Rice 5kg,1,250.0,0.05,COD,Deliverd,2024-06-25,2024-07-03,4,Mindanao
ORD-0593,Nina Santos,nina.santos@gmail.com,Clothing,Dress,2,1200.0,0.0,debit card,SHIPPED,2024-10-09,2024-10-15,4,MINDANAO
ORD-0157,RAMON CASTILLO,ramon.castillo@yahoo.com,Home & Living,Air Purifier,4,8500.0,0.15,debit card,RETURNED,2024-07-22,,5,MINDANAO
ORD-0282,Alan Villafuerte,alan.villafuerte@outlook.com,Clothing,Socks Pack,1,150.0,0.0,COD,Deliverd,2024-07-06,2024-07-16,,Visayas
ORD-0428,Rodrigo Corpus,rodrigo.corpus@outlook.com,Clothing,Dress,1,1200.0,0.05,DebitCard,DELIVERED,2024-01-11,2024-01-18,2,VISAYAS
ORD-0314,Ronald Lim,ronald.lim@gmail.com,Beauty,Lip Tint,3,199.0,0.2,debit card,Deliverd,2024-05-10,2024-05-17,1,luzon
ORD-0640,Mia dela Cruz,mia.delacruz@yahoo.com,Beauty,Lip Tint,4,199.0,0.05,DebitCard,delivered,2024-02-09,2024-02-13,1,Mindanao
ORD-0411,Irene Villanueva,irene.villanueva@yahoo.com,Food & Grocery,Instant Noodles,1,15.0,0.15,debit card,DELIVERED,2024-01-05,2024-01-10,2,MINDANAO
ORD-0459,Irene Villafuerte,irene.villafuerte@gmail.com,Clothing,Socks Pack,3,150.0,0.2,Credit card,shipped,2024-08-04,2024-08-11,3,mindanao
ORD-0149,Gina Magsaysay,gina.magsaysay@gmail.com,Beauty,Face Wash,3,320.0,,debit card,delivered,2024-05-17,2024-05-20,2,Mindanao
ORD-0824,Dante Castillo,dante.castillo@outlook.com,Home & Living,Rice Cooker,1,899.0,0.2,cod,cancelled,2024-02-16,,,luzon
ORD-0685,Carla Magsaysay,carla.magsaysay@outlook.com,Food & Grocery,Canned Goods,3,45.0,0.15,COD,Shipped,2024-06-25,2024-06-29,,visayas
ORD-0512,Jenny Fajardo,jenny.fajardo@gmail.com,Clothing,Running Shoes,4,2500.0,0.05,G-Cash,Deliverd,2024-11-19,2024-11-25,3,Mindanao
ORD-0492,HOMER SANTOS,homer.santos@yahoo.com,Beauty,Moisturizer,5,550.0,0.2,Cash on Delivery,DELIVERED,2024-08-11,2024-08-14,2,Mindanao
ORD-0369,Jose Espiritu,jose.espiritu@yahoo.com,Beauty,Lip Tint,4,199.0,0.05,cod,DELIVERED,2024-02-12,2024-02-19,5,Mindanao
ORD-0866,Jasmine Lim,jasmine.lim@outlook.com,Beauty,Face Wash,1,320.0,0.0,debit card,delivered,2024-01-04,2024-01-14,3,mindanao
ORD-0974,Sarah Medina,sarah.medina@yahoo.com,Electronics,Bluetooth Speaker,5,3200.0,0.15,Gcash,DELIVERED,2024-10-15,2024-10-25,5,visayas
ORD-0554,Melissa Dizon,melissa.dizon@gmail.com,Electronics,Phone Case,4,199.0,0.0,debit card,Delivered,2024-03-15,2024-03-22,5,LUZON
ORD-0098,mark dizon,mark.dizon@outlook.com,Electronics,Bluetooth Speaker,1,3200.0,0.05,Gcash,returned,2024-04-29,,5,MINDANAO
ORD-0887,Gilbert Fajardo,gilbert.fajardo@gmail.com,Food & Grocery,Coffee Pack,3,85.0,0.2,Debit Card,cancelled,2024-06-22,,,Luzon
ORD-0965,Lena dela Cruz,lena.delacruz@gmail.com,Food & Grocery,Cooking Oil,1,120.0,0.0,Credit Card,Cancelled,2024-02-11,,,Luzon
ORD-0168,Gina Espiritu,gina.espiritu@yahoo.com,Clothing,Running Shoes,2,2500.0,0.05,DebitCard,cancelled,2024-11-08,,,Mindanao
ORD-0049,carla ocampo,carla.ocampo@yahoo.com,Food & Grocery,Cooking Oil,5,120.0,0.15,DebitCard,shipped,2024-01-17,2024-01-25,2,luzon
ORD-0322,Irene Bautista,irene.bautista@yahoo.com,Home & Living,Picture Frame,3,220.0,0.05,Debit Card,RETURNED,2024-11-21,,,Luzon
ORD-0129,CARLA FAJARDO,carla.fajardo@gmail.com,Home & Living,Electric Fan,4,1500.0,0.1,Credit card,Delivered,2024-10-27,2024-10-31,1,Luzon
ORD-0975,Carlo Reyes,carlo.reyes@yahoo.com,Beauty,Sunscreen SPF50,2,450.0,0.1,debit card,cancelled,2024-01-19,,,Luzon
ORD-0351,MIA MACAPAGAL,mia.macapagal@outlook.com,Clothing,Jogger Pants,5,799.0,0.2,Debit Card,Deliverd,2024-11-13,2024-11-20,,visayas
ORD-0936,Pedro Gutierrez,pedro.gutierrez@yahoo.com,Home & Living,Picture Frame,2,220.0,0.1,Debit Card,Delivered,2024-04-29,2024-05-02,,luzon
ORD-0347,Jasmine Tan,jasmine.tan@outlook.com,Home & Living,Picture Frame,1,220.0,0.2,Gcash,Cancelled,2024-03-02,,,luzon
ORD-0408,Kevin Dizon,kevin.dizon@gmail.com,Electronics,Bluetooth Speaker,1,3200.0,0.05,CreditCard,delivered,2024-11-14,2024-11-23,1,visayas
ORD-0319,Nina Domingo,nina.domingo@yahoo.com,Food & Grocery,Coffee Pack,3,85.0,0.05,Credit Card,DELIVERED,2024-04-30,2024-05-10,2,MINDANAO
ORD-0676,Anna Padilla,anna.padilla@yahoo.com,Food & Grocery,Instant Noodles,5,15.0,0.0,Credit card,Deliverd,2024-11-21,2024-11-28,2,Luzon
ORD-0155,sheila macapagal,sheila.macapagal@gmail.com,Clothing,Running Shoes,2,2500.0,0.1,Cash on Delivery,Canceled,2024-11-21,,,luzon
ORD-0636,Anna Padilla,anna.padilla@outlook.com,Electronics,USB Hub,2,450.0,0.1,GCash,delivered,2024-09-02,2024-09-05,1,Luzon
ORD-0223,Arnold Torres,arnold.torres@outlook.com,Food & Grocery,Coffee Pack,5,85.0,0.0,cod,Canceled,2024-02-23,,,mindanao
ORD-0404,Cynthia Corpus,cynthia.corpus@yahoo.com,Food & Grocery,Coffee Pack,4,85.0,0.0,debit card,CANCELLED,2024-01-06,,,luzon
ORD-0953,Tony Pascual,tony.pascual@gmail.com,Home & Living,Electric Fan,3,1500.0,0.1,Cash on Delivery,Deliverd,2024-08-09,2024-08-19,2,Luzon
ORD-0885,Kevin Medina,kevin.medina@gmail.com,Home & Living,Electric Fan,1,1500.0,0.05,Cash on Delivery,delivered,2024-01-15,2024-01-21,3,Luzon
ORD-0750,Rodrigo Reyes,rodrigo.reyes@yahoo.com,Clothing,Jacket,4,1800.0,0.2,Credit Card,CANCELLED,2024-07-13,,,LUZON
ORD-0424,Felix Evangelista,felix.evangelista@yahoo.com,Electronics,Laptop Stand,1,850.0,0.2,CreditCard,DELIVERED,2024-01-24,2024-01-27,2,visayas
ORD-0264,Rodrigo Ocampo,rodrigo.ocampo@yahoo.com,Clothing,Jacket,974,1800.0,0.15,GCash,RETURNED,2024-06-30,,4,mindanao
ORD-0773,Sarah Uy,sarah.uy@outlook.com,Beauty,Moisturizer,2,550.0,0.0,debit card,delivered,2024-04-02,2024-04-05,1,luzon
ORD-0378,Homer Soriano,HOMER.SORIANO@YAHOO.COM,Home & Living,Rice Cooker,2,899.0,0.15,Gcash,cancelled,2024-08-29,,,Luzon
ORD-0245,Arnold Fajardo,arnold.fajardo@outlook.com,Home & Living,Electric Fan,1,1500.0,0.0,Credit card,Shipped,2024-06-19,2024-06-27,5,Luzon
ORD-0284,Noel Padilla,noel.padilla@outlook.com,Food & Grocery,Rice 5kg,4,250.0,0.0,Debit Card,Deliverd,2024-04-01,2024-04-08,1,Visayas
ORD-0165,Gilbert Flores,gilbert.flores@gmail.com,Electronics,Power Bank,5,799.0,0.05,GCash,Delivered,2024-02-24,2024-03-05,2,VISAYAS
ORD-0670,Pedro Villanueva,pedro.villanueva@outlook.com,Beauty,Serum,3,780.0,0.05,gcash,DELIVERED,2024-09-19,2024-09-22,5,luzon
ORD-0127,Mark Villanueva,mark.villanueva@gmail.com,Clothing,Socks Pack,2,150.0,0.2,debit card,delivered,2024-07-29,2024-08-08,2,Luzon
ORD-0281,jasmine tan,jasmine.tan@outlook.com,Beauty,Serum,5,780.0,0.05,Debit Card,Deliverd,2024-12-26,2024-12-29,1,mindanao
ORD-0309,Noel Santiago,noel.santiago@gmail.com,Home & Living,Picture Frame,5,220.0,0.05,Credit card,Deliverd,2024-05-17,2024-05-26,5,LUZON
ORD-0302,Lena Fajardo,lena.fajardo@outlook.com,Beauty,Lip Tint,4,199.0,0.15,Credit card,Delivered,2024-05-08,2024-05-18,4,Luzon
ORD-0448,Gilbert Ramos,gilbert.ramos@outlook.com,Electronics,Smart Watch,5,5999.0,0.2,cod,Delivered,2024-03-18,2024-03-28,2,Visayas
ORD-0308,Carlo Garcia,carlo.garcia@yahoo.com,Home & Living,Picture Frame,4,220.0,0.0,gcash,Delivered,2024-10-17,2024-10-27,4,LUZON
ORD-0303,ANNA GARCIA,anna.garcia@gmail.com,Home & Living,Electric Fan,3,1500.0,0.0,debit card,DELIVERED,2024-12-04,2024-12-14,4,mindanao
ORD-0933,Jose Mendoza,jose.mendoza@gmail.com,Clothing,Running Shoes,3,2500.0,0.15,gcash,DELIVERED,2024-08-20,2024-08-24,5,LUZON
ORD-0929,Eddie Lim,eddie.lim@outlook.com,Food & Grocery,Instant Noodles,1,15.0,0.05,Debit Card,Shipped,2024-06-24,2024-07-04,2,Visayas
ORD-0928,Christine dela Cruz,christine.delacruz@gmail.com,Beauty,Sunscreen SPF50,1,450.0,,credit card,CANCELLED,2024-03-09,,,LUZON
